ticker,cik,company_name,filing_type,filing_date,accession_number,primary_document,filing_url,is_high_signal
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-05-15,0001213900-26-057811,ea0290707-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026057811/ea0290707-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,NT 10-Q,2026-05-15,0001213900-26-057810,ea0290622-nt10q_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026057810/ea0290622-nt10q_aditxt.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-05-08,0001213900-26-053904,ea0289662-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026053904/ea0289662-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-05-01,0001213900-26-050995,ea0288779-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026050995/ea0288779-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,4,2026-04-27,0001475597-26-000022,xslF345X06/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1726711/000147559726000022/xslF345X06/primary_doc.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,424B3,2026-04-23,0001213900-26-047103,ea0287533-424b3_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026047103/ea0287533-424b3_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,4,2026-04-23,0001475597-26-000021,xslF345X06/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1726711/000147559726000021/xslF345X06/primary_doc.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,3,2026-04-23,0001475597-26-000020,xslF345X06/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1726711/000147559726000020/xslF345X06/primary_doc.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,EFFECT,2026-04-21,9999999995-26-001275,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1726711/999999999526001275/xslEFFECTX01/primary_doc.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-04-14,0001213900-26-043227,ea0286168-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026043227/ea0286168-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,S-3,2026-04-13,0001213900-26-042708,ea0285732-s3_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026042708/ea0285732-s3_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K/A,2026-04-07,0001213900-26-041018,ea0285319-8ka1_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026041018/ea0285319-8ka1_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,DEF 14A,2026-04-03,0001213900-26-039987,ea0284875-def14a_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026039987/ea0284875-def14a_aditxt.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-04-02,0001213900-26-038906,ea0284653-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026038906/ea0284653-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,10-K,2026-03-31,0001213900-26-037529,ea0283141-10k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026037529/ea0283141-10k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-03-30,0001213900-26-035973,ea0283979-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026035973/ea0283979-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,424B5,2026-03-27,0001213900-26-035644,ea0283831-424b5_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026035644/ea0283831-424b5_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,PRE 14A,2026-03-24,0001213900-26-033647,ea0283212-pre14a_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026033647/ea0283212-pre14a_aditxt.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-03-13,0001213900-26-027281,ea0279443-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026027281/ea0279443-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-03-05,0001213900-26-023888,ea0280063-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026023888/ea0280063-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-02-13,0001213900-26-016565,ea0277129-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026016565/ea0277129-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,SCHEDULE 13G,2026-01-30,0002108436-26-000001,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1726711/000210843626000001/xslSCHEDULE_13G_X01/primary_doc.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-01-30,0001213900-26-010217,ea0274881-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026010217/ea0274881-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2026-01-28,0001213900-26-008539,ea0274343-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390026008539/ea0274343-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,4,2025-12-19,0001213900-25-123928,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1726711/000121390025123928/xslF345X05/ownership.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,DEF 14A,2025-12-16,0001213900-25-122329,ea0269766-def14a_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025122329/ea0269766-def14a_aditxt.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,424B5,2025-12-12,0001213900-25-121306,ea0269074-424b5_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025121306/ea0269074-424b5_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,PRER14A,2025-12-05,0001213900-25-118751,ea0268428-prer14a_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025118751/ea0268428-prer14a_aditxt.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-12-05,0001213900-25-118750,ea0268358-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025118750/ea0268358-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,4,2025-11-26,0001213900-25-115525,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1726711/000121390025115525/xslF345X05/ownership.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,DEFA14A,2025-11-18,0001213900-25-111792,ea0266125-8kdef14a_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025111792/ea0266125-8kdef14a_aditxt.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-11-18,0001213900-25-111790,ea0266125-8kdef14a_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025111790/ea0266125-8kdef14a_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,10-Q,2025-11-18,0001213900-25-111638,ea0264962-10q_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025111638/ea0264962-10q_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,NT 10-Q,2025-11-17,0001213900-25-111244,ea0265950-nt10q_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025111244/ea0265950-nt10q_aditxt.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,PRE 14A,2025-11-14,0001213900-25-110913,ea0265449-pre14a_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025110913/ea0265449-pre14a_aditxt.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-10-31,0001213900-25-104704,ea0263285-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025104704/ea0263285-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-10-20,0001213900-25-100380,ea0261857-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025100380/ea0261857-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-10-03,0001213900-25-095840,ea0260104-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025095840/ea0260104-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,3,2025-10-03,0001213900-25-095841,xslF345X02/ownership.xml,https://www.sec.gov/Archives/edgar/data/1726711/000121390025095841/xslF345X02/ownership.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,3,2025-09-29,0001213900-25-093051,xslF345X02/ownership.xml,https://www.sec.gov/Archives/edgar/data/1726711/000121390025093051/xslF345X02/ownership.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-09-24,0001213900-25-091128,ea0258643-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025091128/ea0258643-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-09-16,0001213900-25-088210,ea0257612-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025088210/ea0257612-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-08-27,0001213900-25-081146,ea0254726-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025081146/ea0254726-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K/A,2025-08-18,0001213900-25-077698,ea0253649-8ka_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025077698/ea0253649-8ka_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,10-Q,2025-08-14,0001213900-25-076710,ea0252595-10q_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025076710/ea0252595-10q_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-08-11,0001213900-25-074330,ea0252550-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025074330/ea0252550-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,DEFA14A,2025-08-08,0001213900-25-073715,ea025238902-defa14a_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025073715/ea025238902-defa14a_aditxt.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,DEF 14A,2025-08-08,0001213900-25-073708,ea0252389-def14a_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025073708/ea0252389-def14a_aditxt.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-08-08,0001213900-25-073670,ea025248301-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025073670/ea025248301-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-07-24,0001213900-25-067130,ea0250052-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025067130/ea0250052-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-07-21,0001213900-25-066145,ea0249677-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025066145/ea0249677-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-07-10,0001213900-25-062807,ea0248501-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025062807/ea0248501-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-07-01,0001213900-25-060391,ea0247298-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025060391/ea0247298-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,EFFECT,2025-06-30,9999999995-25-002100,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1726711/999999999525002100/xslEFFECTX01/primary_doc.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,424B3,2025-06-30,0001213900-25-059728,ea0247610-424b3_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025059728/ea0247610-424b3_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,CORRESP,2025-06-27,0001213900-25-058823,filename1.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025058823/filename1.htm,False
ADTX,0001726711,Aditxt Inc. Common Stock,UPLOAD,2025-06-27,0000000000-25-006786,filename1.pdf,https://www.sec.gov/Archives/edgar/data/1726711/000000000025006786/filename1.pdf,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-06-25,0001213900-25-057831,ea0246968-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025057831/ea0246968-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,S-1,2025-06-20,0001213900-25-056288,ea0246242-s1_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025056288/ea0246242-s1_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,3,2025-06-09,0001213900-25-052734,xslF345X02/ownership.xml,https://www.sec.gov/Archives/edgar/data/1726711/000121390025052734/xslF345X02/ownership.xml,False
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-06-09,0001213900-25-052635,ea0245171-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025052635/ea0245171-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-06-02,0001213900-25-050060,ea0244325-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025050060/ea0244325-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-05-27,0001213900-25-047519,ea0243450-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025047519/ea0243450-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-05-19,0001213900-25-045478,ea0242789-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025045478/ea0242789-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K/A,2025-05-19,0001213900-25-045098,ea0242647-8ka5_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025045098/ea0242647-8ka5_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-05-19,0001213900-25-045095,ea0242677-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025045095/ea0242677-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,10-Q,2025-05-15,0001213900-25-044298,ea0241855-10q_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025044298/ea0241855-10q_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-05-15,0001213900-25-044174,ea0241685-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025044174/ea0241685-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-05-05,0001213900-25-039694,ea0240881-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025039694/ea0240881-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-04-25,0001213900-25-035603,ea0239484-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025035603/ea0239484-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-04-22,0001213900-25-034218,ea0239164-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025034218/ea0239164-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-04-17,0001213900-25-033008,ea0238739-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025033008/ea0238739-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-04-15,0001213900-25-032119,ea0238436-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025032119/ea0238436-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-04-14,0001213900-25-031603,ea0238058-8k_aditxtinc.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025031603/ea0238058-8k_aditxtinc.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-04-09,0001213900-25-030353,ea0237743-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025030353/ea0237743-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-04-09,0001213900-25-030104,ea0237644-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025030104/ea0237644-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,8-K,2025-04-07,0001213900-25-029421,ea0237363-8k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025029421/ea0237363-8k_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,424B5,2025-04-03,0001213900-25-028696,ea0237112-424b5_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025028696/ea0237112-424b5_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,424B5,2025-04-03,0001213900-25-028686,ea0237139-424b5_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025028686/ea0237139-424b5_aditxt.htm,True
ADTX,0001726711,Aditxt Inc. Common Stock,10-K,2025-03-31,0001213900-25-026256,ea0235549-10k_aditxt.htm,https://www.sec.gov/Archives/edgar/data/1726711/000121390025026256/ea0235549-10k_aditxt.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,PRE 14A,2026-05-15,0001802457-26-000027,originmaterials-specialmee.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000027/originmaterials-specialmee.htm,False
ORGN,0001802457,Origin Materials Inc. Common Stock,DEF 14A,2026-05-14,0001802457-26-000025,originmaterials-specialmee.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000025/originmaterials-specialmee.htm,False
ORGN,0001802457,Origin Materials Inc. Common Stock,10-Q,2026-05-14,0001802457-26-000023,orgn-20260331.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000023/orgn-20260331.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,SCHEDULE 13G,2026-05-14,0000886982-26-000261,xslSCHEDULE_13G_X02/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1802457/000088698226000261/xslSCHEDULE_13G_X02/primary_doc.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,8-K,2026-05-01,0001802457-26-000021,orgn-20260501.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000021/orgn-20260501.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,10-K/A,2026-04-29,0001802457-26-000019,orgn-20251231.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000019/orgn-20251231.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,4/A,2026-04-13,0001326765-26-000004,xslF345X06/form4a-04132026_080425.xml,https://www.sec.gov/Archives/edgar/data/1802457/000132676526000004/xslF345X06/form4a-04132026_080425.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4/A,2026-04-13,0001863119-26-000002,xslF345X06/form4a-04132026_080434.xml,https://www.sec.gov/Archives/edgar/data/1802457/000186311926000002/xslF345X06/form4a-04132026_080434.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4/A,2026-04-13,0001863704-26-000002,xslF345X06/form4a-04132026_080427.xml,https://www.sec.gov/Archives/edgar/data/1802457/000186370426000002/xslF345X06/form4a-04132026_080427.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,10-K,2026-03-30,0001802457-26-000017,orgn-20251231.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000017/orgn-20251231.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,8-K,2026-03-27,0001802457-26-000014,orgn-20260327.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000014/orgn-20260327.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,8-K,2026-03-19,0001802457-26-000012,orgn-20260319.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000012/orgn-20260319.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,8-K,2026-03-10,0001802457-26-000010,orgn-20260304.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000010/orgn-20260304.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2026-03-05,0001326765-26-000003,xslF345X05/form4-03052026_090348.xml,https://www.sec.gov/Archives/edgar/data/1802457/000132676526000003/xslF345X05/form4-03052026_090348.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2026-03-05,0001863704-26-000001,xslF345X05/form4-03052026_090335.xml,https://www.sec.gov/Archives/edgar/data/1802457/000186370426000001/xslF345X05/form4-03052026_090335.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2026-03-05,0001863119-26-000001,xslF345X05/form4-03052026_090346.xml,https://www.sec.gov/Archives/edgar/data/1802457/000186311926000001/xslF345X05/form4-03052026_090346.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,8-K,2026-02-18,0001802457-26-000008,orgn-20260217.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000008/orgn-20260217.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,8-K,2026-02-12,0001802457-26-000006,orgn-20260210.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000006/orgn-20260210.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,SCHEDULE 13G,2026-02-11,0001493152-26-006155,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1802457/000149315226006155/xslSCHEDULE_13G_X01/primary_doc.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2026-01-20,0001326765-26-000002,xslF345X05/form4-01202026_090111.xml,https://www.sec.gov/Archives/edgar/data/1802457/000132676526000002/xslF345X05/form4-01202026_090111.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,144,2026-01-16,0001628280-26-002364,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1802457/000162828026002364/xsl144X01/primary_doc.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,DEFA14A,2026-01-06,0001802457-26-000004,orgn-defa14ax2026specialme.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000004/orgn-defa14ax2026specialme.htm,False
ORGN,0001802457,Origin Materials Inc. Common Stock,DEF 14A,2026-01-06,0001802457-26-000002,origin-proxystatementfor20.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245726000002/origin-proxystatementfor20.htm,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2026-01-05,0002013715-26-000001,xslF345X05/form4-01052026_110119.xml,https://www.sec.gov/Archives/edgar/data/1802457/000201371526000001/xslF345X05/form4-01052026_110119.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2026-01-05,0001236555-26-000001,xslF345X05/form4-01052026_110121.xml,https://www.sec.gov/Archives/edgar/data/1802457/000123655526000001/xslF345X05/form4-01052026_110121.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2026-01-05,0001339381-26-000001,xslF345X05/form4-01052026_110123.xml,https://www.sec.gov/Archives/edgar/data/1802457/000133938126000001/xslF345X05/form4-01052026_110123.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,144,2025-12-29,0001628280-25-059054,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1802457/000162828025059054/xsl144X01/primary_doc.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2025-12-29,0001863119-25-000006,xslF345X05/form4-12292025_111246.xml,https://www.sec.gov/Archives/edgar/data/1802457/000186311925000006/xslF345X05/form4-12292025_111246.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2025-12-29,0001326765-25-000007,xslF345X05/form4-12292025_111245.xml,https://www.sec.gov/Archives/edgar/data/1802457/000132676525000007/xslF345X05/form4-12292025_111245.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2025-12-29,0001863704-25-000008,xslF345X05/form4-12292025_111200.xml,https://www.sec.gov/Archives/edgar/data/1802457/000186370425000008/xslF345X05/form4-12292025_111200.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,144,2025-12-29,0001628280-25-059000,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1802457/000162828025059000/xsl144X01/primary_doc.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,144,2025-12-29,0001628280-25-058958,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1802457/000162828025058958/xsl144X01/primary_doc.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,144,2025-12-29,0001628280-25-058953,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1802457/000162828025058953/xsl144X01/primary_doc.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,PRER14A,2025-12-23,0001802457-25-000089,origin-proxystatementfor20.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245725000089/origin-proxystatementfor20.htm,False
ORGN,0001802457,Origin Materials Inc. Common Stock,8-K,2025-12-23,0001802457-25-000087,orgn-20251222.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245725000087/orgn-20251222.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2025-12-19,0001863704-25-000007,xslF345X05/form4-12192025_091215.xml,https://www.sec.gov/Archives/edgar/data/1802457/000186370425000007/xslF345X05/form4-12192025_091215.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,144,2025-12-19,0001628280-25-058212,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1802457/000162828025058212/xsl144X01/primary_doc.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2025-12-17,0001863119-25-000005,xslF345X05/form4-12172025_101209.xml,https://www.sec.gov/Archives/edgar/data/1802457/000186311925000005/xslF345X05/form4-12172025_101209.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,144,2025-12-16,0001628280-25-057315,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1802457/000162828025057315/xsl144X01/primary_doc.xml,False
ORGN,0001802457,Origin Materials Inc. Common Stock,PRE 14A,2025-12-15,0001802457-25-000084,origin-proxystatementfor20.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245725000084/origin-proxystatementfor20.htm,False
ORGN,0001802457,Origin Materials Inc. Common Stock,8-K,2025-12-11,0001802457-25-000082,orgn-20251211.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245725000082/orgn-20251211.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,8-K,2025-12-09,0001802457-25-000081,orgn-20251125.htm,https://www.sec.gov/Archives/edgar/data/1802457/000180245725000081/orgn-20251125.htm,True
ORGN,0001802457,Origin Materials Inc. Common Stock,4,2025-11-20,0001863704-25-000006,xslF345X05/form4-11202025_091128.xml,https://www.sec.gov/Archives/edgar/data/1802457/000186370425000006/xslF345X05/form4-11202025_091128.xml,False
