ticker,company_name,sector,industry,price,market_cap,volume,avg_volume,dollar_volume,sec_sic,sec_sic_description,business_profile,identity_mismatch_score,identity_mismatch_note,business_substance_score,business_substance_label,business_substance_note,austrian_mispricing_score,hume_flow_potential_score,keynes_repricing_potential_score,relative_mispricing_score,asymmetry_score,data_confidence_score,data_confidence_label,data_confidence_explanation,long_term_investment_score,long_term_investment_label,long_term_investment_note,dcf_plausibility_score,expectation_gap_score,time_to_viability,time_to_viability_score,dcf_plausibility_note,dilution_pressure_score,survival_risk_score,catalyst_signal_score,narrative_trigger_score,filing_activity_score,catalyst_probability_score,volume_to_float,breakout_distance_60d,breakout_proximity_score,compression_5d_range,compression_5d_score,public_age_years_proxy,all_time_high,all_time_drawdown,recent_dynamism_score,zombie_decay_penalty,zombie_decay_label,zombie_decay_note,event_shock_score,event_shock_suspected_score,event_shock_detail_score,event_shock_penalty,thesis_break_risk_score,event_override_note,event_shock_label,event_shock_reason,event_shock_source_url,event_shock_confidence,reset_catalyst_watch,pricing_gap_factor,flow_factor,story_attention_factor,relative_value_factor,convexity_factor,trading_setup_factor,animal_spirits_factor,portfolio_viability_factor,business_substance_factor,sec_risk_penalty,accounting_quality_factor,factor_stack_note,repricing_sequence_score,raw_movement_score,movement_grade,movement_score,scooby_score,echo_penalty_total,small_cap_echo_penalty,low_price_echo_penalty,liquidity_echo_penalty,narrative_echo_penalty,distress_echo_penalty,echo_control_note,what_i_think,secondary_what_i_think,personal_signal_label,label_basis,setup_type,risk_posture,flow_state,viability_window,event_callouts,raw_setup_interpretation,raw_setup_note,thesis_integrity_label,thesis_integrity_note,final_rank_interpretation,raw_pre_flow_opportunity_score,pre_flow_opportunity_score,flow_confirmation_label,flow_confirmation_note,penalty_adjusted_score,sequence_interpretation,sequence_note,ranking_note,subsignal_tags,austrian_explanation,hume_explanation,keynes_explanation,relative_explanation,asymmetry_explanation
FGI,FGI Industries Ltd. Ordinary Shares,Industrials,Industrial Specialties,9.99,19293397.0,2903394.0,5998565.0,29004906.06,3430.0,"Heating Equip, Except Elec & Warm Air; & Plumbing Fixtures",,0.0,,100.0,Operating Business Present,meaningful revenue scale; revenue matters versus market cap; cash supports real runway; asset base supports substance; operating cash flow nonnegative; net income nonnegative,19.8,93.6,41.5,39.1,38.8,100.0,very high confidence,"Evidence present: price, market cap, volume, average volume, dollar volume, company name, sector, industry, price history, SEC signal metadata, SEC business identity, accounting facts (9), event-shock scan, volume-to-float, share count proxy.",91.5,Long-Term Microcap Candidate,"Long-term score blends accounting quality, portfolio viability, DCF plausibility, expectation gap, and data quality, then subtracts dilution/survival/event/zombie risk. Strengths: positive operating cash flow, positive net income, revenue is large versus market cap.",3,68.3,< 12 months,85,runway proxy=36 months; DCF plausibility=3/3; expectation gap=68.3. Business substance=100.0 (Operating Business Present). comfortable runway proxy; operating cash flow is nonnegative; real revenue exists; current ratio supports survival; near-term belief/catalyst evidence,12.0,10.0,50.0,25.0,46.0,50.3,1.5079370190629726,-0.4987456287934034,50.1,1.5895896374643756,0.0,4.54,20.049999237060547,-0.5017456283662802,100.0,0.0,Old but still violent,Age proxy=4.54 years; recent dynamism=100.0; raw stale penalty=4.0; dynamism offset=15.3.,14.0,0.0,14.0,0.0,15.0,routine_auditor_change: 8-K text matched: routine_auditor_change,routine_auditor_change,8-K text matched: routine_auditor_change,https://www.sec.gov/Archives/edgar/data/1864943/000162828026026841/fgi-20260420.htm,8k_text,False,46.2,97.7,41.2,69.5,53.3,79.2,42.0,84.0,100.0,4.4,80.0,"pricing_gap=46.2; flow=97.7; story=41.2; relative_value=69.5; convexity=53.3; trading_setup=79.2; animal_spirits=42.0; portfolio_viability=84.0; catalyst_probability=50.3; latent_necessity=20.0; sec_penalty=4.4; accounting=80.0; business_substance=100.0; identity_mismatch=0.0; animal_spirits_note=story-friendly sector; fresh filing/catalyst hook; small enough for reflexive attention; portfolio_note=solid evidence record; institutionally visible dollar volume; accounting_note=revenue/market cap support, positive operating cash flow/assets, positive net income/assets; business_substance_note=meaningful revenue scale; revenue matters versus market cap; cash supports real runway; asset base supports substance; operating cash flow nonnegative; net income nonnegative",154.9,70.0,B-,61.2,57.4,8.8,4.4,0.0,4.3,0.0,0.0,"Echo control reduces repeated evidence-family exposure; it does not delete Austrian, Hume, or Keynes signals. Biggest drags: small cap=4.4, liquidity=4.3",Scrappy Doo,Meme Supreme,Scrappy Doo,best fledgling candidate in this batch; still verify risks,Flow-first mover,"Old name, still moving",Flow Confirmed,< 12 months,callout: routine_auditor_change - routine_auditor_change: 8-K text matched: routine_auditor_change,"Hume-heavy: money is moving, thesis is thinner","Hume is high by itself: money or volume is moving, but the engine does not see enough pricing-gap or story support yet. This may be movement without deep asymmetry.",No Major Thesis Break Flagged,"No configured thesis-breaking event is overriding the raw setup. This does not remove ordinary dilution, liquidity, or execution risk.",Mixed watchlist candidate,52.2,48.2,Flow Confirmed,"Money, volume, filing activity, or relative-flow evidence is already visible. This is less early, but more confirmed.",61.2,"Hume-heavy: money is moving, thesis is thinner","Hume is high by itself: money or volume is moving, but the engine does not see enough pricing-gap or story support yet. This may be movement without deep asymmetry.","Hume flow is visible, so money/volume may already be moving. Data quality is strong enough to take the read more seriously. The name is old, but recent violent/dynamic movement offsets zombie decay. Factor stack: pricing_gap=46.2; flow=97.7; story=41.2; relative_value=69.5; convexity=53.3; trading_setup=79.2; animal_spirits=42.0; portfolio_viability=84.0; catalyst_probability=50.3; latent_necessity=20.0; sec_penalty=4.4; accounting=80.0; business_substance=100.0; identity_mismatch=0.0; animal_spirits_note=story-friendly sector; fresh filing/catalyst hook; small enough for reflexive attention; portfolio_note=solid evidence record; institutionally visible dollar volume; accounting_note=revenue/market cap support, positive operating cash flow/assets, positive net income/assets; business_substance_note=meaningful revenue scale; revenue matters versus market cap; cash supports real runway; asset base supports substance; operating cash flow nonnegative; net income nonnegative. Watch-outs: Austrian signal is low, so the engine sees less pricing-gap pressure. Relative mispricing is weak, so the stock may not look unusually overlooked versus context. Asymmetry is weak, so the setup may be less 10-bagger-shaped.",tech_narrative=20; tech_usefulness=70; narrative_evolution=20; ricardo_productivity=75; malthus_constraint=15; latent_necessity=20; boring_beneficiary,very small capitalization,20-day relative volume surge; recent price response; ticker improving versus sector median; strong relative dollar flow; modest filing activity pickup; enough liquidity for flow to matter,narrative-friendly sector; small float/market-cap reflexivity proxy; event/catalyst metadata; past explosive behavior,technology usefulness adjustment; Ricardo productivity adjustment; boring beneficiary: useful but under-narrated,tiny capitalization; usefulness/productivity optionality; prior explosive behavior; DCF plausibility plus expectation gap
IDAI,T Stamp Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,2.44,13759870.0,38358.0,293065.0,93593.52,7372.0,Services-Prepackaged Software,,0.0,SEC SIC identity agrees broadly: services-prepackaged software  .,76.0,Operating Business Present,some revenue scale; cash supports real runway; asset base supports substance,50.2,43.6,55.7,42.1,48.6,100.0,very high confidence,"Evidence present: price, market cap, volume, average volume, dollar volume, company name, sector, industry, price history, SEC signal metadata, SEC business identity, accounting facts (9), event-shock scan, volume-to-float, share count proxy.",60.7,"Business Looks Real, Risks Bite","Long-term score blends accounting quality, portfolio viability, DCF plausibility, expectation gap, and data quality, then subtracts dilution/survival/event/zombie risk. Strengths: current ratio supports endurance, liabilities/assets look manageable, cash cushion versus market cap. Main drags: stale public-company drag. Guardrails: stale-company drag limits the label.",3,76.8,< 12 months,85,runway proxy=18.5 months; DCF plausibility=3/3; expectation gap=76.8. Business substance=76.0 (Operating Business Present). workable runway proxy; real revenue exists; current ratio supports survival; liability load is manageable; near-term belief/catalyst evidence,52.0,40.0,60.0,80.0,96.0,59.9,0.007039283673332313,-0.5378787954046266,46.2,0.6434426293581987,0.0,5.46,100.0,-0.9755999994277954,9.4,3.7,Some zombie drag,Age proxy=5.46 years; recent dynamism=9.4; raw stale penalty=6.3; dynamism offset=2.6.,69.4,54.0,44.0,0.0,55.0,"major_financing_or_warrants: financing/prospectus activity; recent 8-K cluster; narrative/activity spike | 8-K text matched: major_financing_or_warrants, restructuring_or_workforce, business_pivot_or_rebrand",major_financing_or_warrants,"financing/prospectus activity; recent 8-K cluster; narrative/activity spike | 8-K text matched: major_financing_or_warrants, restructuring_or_workforce, business_pivot_or_rebrand",https://www.sec.gov/Archives/edgar/data/1718939/000171893926000039/idai-20260625.htm,8k_text,False,66.2,56.2,58.4,57.2,69.2,32.0,56.0,66.0,76.0,18.6,76.0,"pricing_gap=66.2; flow=56.2; story=58.4; relative_value=57.2; convexity=69.2; trading_setup=32.0; animal_spirits=56.0; portfolio_viability=66.0; catalyst_probability=59.9; latent_necessity=20.0; sec_penalty=18.6; accounting=76.0; business_substance=76.0; identity_mismatch=0.0; animal_spirits_note=story-friendly sector; fresh filing/catalyst hook; small enough for reflexive attention; liquidity can transmit story; low nominal price, small modifier; portfolio_note=solid evidence record; accounting_note=cash/market cap cushion, current ratio support; business_substance_note=some revenue scale; cash supports real runway; asset base supports substance",149.5,64.7,C+,58.4,52.8,6.3,5.2,0.0,0.0,1.0,0.0,"Echo control reduces repeated evidence-family exposure; it does not delete Austrian, Hume, or Keynes signals. Biggest drags: small cap=5.2, narrative=1.0",SCOOBY DOOBY DOO!!,Eh this is Mid,SCOOBY DOOBY DOO!!,best available candidate in this batch; still verify risks,Mixed research candidate,Zombie drag active,Flow Confirmed,< 12 months,"callout: major_financing_or_warrants - major_financing_or_warrants: financing/prospectus activity; recent 8-K cluster; narrative/activity spike | 8-K text matched: major_financing_or_warrants, restructuring_or_workforce",Incomplete setup: needs more evidence,The three theory signals do not line up cleanly yet. Treat it as incomplete and look for the missing piece.,No Major Thesis Break Flagged,"No configured thesis-breaking event is overriding the raw setup. This does not remove ordinary dilution, liquidity, or execution risk.",Mixed watchlist candidate,56.6,53.8,Flow Confirmed,"Money, volume, filing activity, or relative-flow evidence is already visible. This is less early, but more confirmed.",58.4,Incomplete setup: needs more evidence,The three theory signals do not line up cleanly yet. Treat it as incomplete and look for the missing piece.,"Data quality is strong enough to take the read more seriously. Factor stack: pricing_gap=66.2; flow=56.2; story=58.4; relative_value=57.2; convexity=69.2; trading_setup=32.0; animal_spirits=56.0; portfolio_viability=66.0; catalyst_probability=59.9; latent_necessity=20.0; sec_penalty=18.6; accounting=76.0; business_substance=76.0; identity_mismatch=0.0; animal_spirits_note=story-friendly sector; fresh filing/catalyst hook; small enough for reflexive attention; liquidity can transmit story; low nominal price, small modifier; portfolio_note=solid evidence record; accounting_note=cash/market cap cushion, current ratio support; business_substance_note=some revenue scale; cash supports real runway; asset base supports substance. Watch-outs: Relative mispricing is weak, so the stock may not look unusually overlooked versus context. Asymmetry is weak, so the setup may be less 10-bagger-shaped. Zombie decay is active: Age proxy=5.46 years; recent dynamism=9.4; raw stale penalty=6.3; dynamism offset=2.6.",tech_narrative=20; tech_usefulness=70; narrative_evolution=20; ricardo_productivity=75; malthus_constraint=15; latent_necessity=20; boring_beneficiary,low-price distress; very small capitalization; moderate dilution pressure; survival-risk proxy; near 52-week low; deep 60-day drawdown,ticker improving versus sector median; filing activity spike,"narrative-friendly sector; animal spirits theme heat: story-friendly sector; fresh filing/catalyst hook; small enough for reflexive attention; liquidity can transmit story; low nominal price, small modifier; small float/market-cap reflexivity proxy; liquidity can move price; filing pattern may trigger narrative; event/catalyst metadata",near lows despite sector membership; technology usefulness adjustment; Ricardo productivity adjustment; boring beneficiary: useful but under-narrated,tiny capitalization; low nominal price; movable liquidity; usefulness/productivity optionality; DCF plausibility plus expectation gap
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),Miscellaneous,Industrial Machinery/Components,1.28,18323635.0,175065.0,2009015.0,224083.2,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",,0.0,"SEC SIC identity agrees broadly: miscellaneous electrical machinery, equipment & supplies  .",94.0,Operating Business Present,meaningful revenue scale; revenue matters versus market cap; cash supports real runway; asset base supports substance,60.8,35.5,40.1,67.5,52.2,100.0,very high confidence,"Evidence present: price, market cap, volume, average volume, dollar volume, company name, sector, industry, price history, SEC signal metadata, SEC business identity, accounting facts (9), event-shock scan, volume-to-float, share count proxy.",25.0,Not Long-Term Material Yet,"Long-term score blends accounting quality, portfolio viability, DCF plausibility, expectation gap, and data quality, then subtracts dilution/survival/event/zombie risk. Strengths: current ratio supports endurance, revenue is large versus market cap, cash cushion versus market cap. Main drags: reverse-split/dilution-cycle pattern. Guardrails: catastrophic reset pattern blocks long-term treatment.",2,91.9,1-3 years,55,runway proxy=7.1 months; DCF plausibility=2/3; expectation gap=91.9. Business substance=94.0 (Operating Business Present). short but nonzero runway proxy; real revenue exists; current ratio supports survival; near-term belief/catalyst evidence; operating substance supports belief,64.0,30.0,50.0,60.0,88.0,48.6,0.014133704774506192,-0.9509578562190928,4.9,0.5078124927240423,0.0,4.96,1467.9000244140625,-0.9991280060289524,21.7,0.0,Old but not punished,Age proxy=4.96 years; recent dynamism=21.7; raw stale penalty=5.0; dynamism offset=6.1.,59.3,46.0,38.0,0.0,45.0,"major_financing_or_warrants: financing/prospectus activity; 8-K plus filing activity spike; narrative/activity spike | 8-K text matched: reverse_split, major_financing_or_warrants",major_financing_or_warrants,"financing/prospectus activity; 8-K plus filing activity spike; narrative/activity spike | 8-K text matched: reverse_split, major_financing_or_warrants",https://www.sec.gov/Archives/edgar/data/1847986/000149315226036337/form8-k.htm,8k_text,False,81.0,39.8,44.3,82.6,71.3,18.7,40.0,66.0,94.0,19.5,88.0,"pricing_gap=81.0; flow=39.8; story=44.3; relative_value=82.6; convexity=71.3; trading_setup=18.7; animal_spirits=40.0; portfolio_viability=66.0; catalyst_probability=48.6; latent_necessity=20.0; sec_penalty=19.5; accounting=88.0; business_substance=94.0; identity_mismatch=0.0; animal_spirits_note=fresh filing/catalyst hook; small enough for reflexive attention; liquidity can transmit story; low nominal price, small modifier; portfolio_note=solid evidence record; accounting_note=cash/market cap cushion, current ratio support, revenue/market cap support; business_substance_note=meaningful revenue scale; revenue matters versus market cap; cash supports real runway; asset base supports substance",136.4,64.3,C+,58.3,47.5,6.0,6.0,0.0,0.0,0.0,0.0,"Echo control reduces repeated evidence-family exposure; it does not delete Austrian, Hume, or Keynes signals. Biggest drags: small cap=6.0","High Signal, Red Flags",Pre-Flow Sleeper,"High Signal, Red Flags",strict model label,Pricing gap waiting on volume,Catastrophic reset cycle,Early Flow Watch,1-3 years,"callout: major_financing_or_warrants - major_financing_or_warrants: financing/prospectus activity; 8-K plus filing activity spike; narrative/activity spike | 8-K text matched: reverse_split, major_financing_or_warrants",Incomplete setup: needs more evidence,The three theory signals do not line up cleanly yet. Treat it as incomplete and look for the missing piece.,No Major Thesis Break Flagged,"No configured thesis-breaking event is overriding the raw setup. This does not remove ordinary dilution, liquidity, or execution risk.",Mixed watchlist candidate,66.0,63.3,Early Flow Watch,"Some flow evidence exists, but it is not strong enough to call confirmed. Watch for volume expansion.",58.3,Incomplete setup: needs more evidence,The three theory signals do not line up cleanly yet. Treat it as incomplete and look for the missing piece.,"Relative mispricing contributes to the rank. Asymmetry contributes to the rank. Data quality is strong enough to take the read more seriously. Factor stack: pricing_gap=81.0; flow=39.8; story=44.3; relative_value=82.6; convexity=71.3; trading_setup=18.7; animal_spirits=40.0; portfolio_viability=66.0; catalyst_probability=48.6; latent_necessity=20.0; sec_penalty=19.5; accounting=88.0; business_substance=94.0; identity_mismatch=0.0; animal_spirits_note=fresh filing/catalyst hook; small enough for reflexive attention; liquidity can transmit story; low nominal price, small modifier; portfolio_note=solid evidence record; accounting_note=cash/market cap cushion, current ratio support, revenue/market cap support; business_substance_note=meaningful revenue scale; revenue matters versus market cap; cash supports real runway; asset base supports substance.",tech_narrative=20; tech_usefulness=70; narrative_evolution=20; ricardo_productivity=75; malthus_constraint=75; latent_necessity=20; boring_beneficiary,low-price distress; very small capitalization; moderate dilution pressure; near 52-week low; deep 60-day drawdown; Malthus constraint exposure,participating in sector flow; filing activity spike,small float/market-cap reflexivity proxy; liquidity can move price; filing pattern may trigger narrative; event/catalyst metadata,ticker lagging sector return; near lows despite sector membership; technology usefulness adjustment; Ricardo productivity adjustment; Malthus constraint adjustment; boring beneficiary: useful but under-narrated,tiny capitalization; low nominal price; movable liquidity; usefulness/productivity optionality; DCF plausibility plus expectation gap
KITT,Nauticus Robotics Inc. Common stock,Industrials,Industrial Machinery/Components,0.9128,6820405.0,348446.0,1632676.45,318061.50879999995,3569.0,"General Industrial Machinery & Equipment, NEC",,0.0,"SEC SIC identity agrees broadly: general industrial machinery & equipment, nec  .",76.0,Operating Business Present,some revenue scale; cash supports real runway; asset base supports substance,72.5,47.7,67.7,64.0,33.3,100.0,very high confidence,"Evidence present: price, market cap, volume, average volume, dollar volume, company name, sector, industry, price history, SEC signal metadata, SEC business identity, accounting facts (9), event-shock scan, volume-to-float, share count proxy.",0.0,Not Long-Term Material Yet,"Long-term score blends accounting quality, portfolio viability, DCF plausibility, expectation gap, and data quality, then subtracts dilution/survival/event/zombie risk. Strengths: latent infrastructure relevance. Main drags: dilution, survival, reverse-split/dilution-cycle pattern. Guardrails: extreme dilution caps long-term quality, survival risk caps long-term quality, catastrophic reset pattern blocks long-term treatment.",0,41.8,unknown,15,runway proxy=1.2 months; DCF plausibility=0/3; expectation gap=41.8. Business substance=76.0 (Operating Business Present). runway proxy under 6 months; real revenue exists; weak current ratio; near-term belief/catalyst evidence; SEC risk pressures viability,100.0,75.0,35.0,100.0,100.0,57.6,0.07560949941358296,-0.9895202024928992,1.0,0.5695509178397292,0.0,5.02,27501.119140625,-0.9999668013515036,51.7,0.0,Old but not punished,Age proxy=5.02 years; recent dynamism=51.7; raw stale penalty=5.2; dynamism offset=11.1.,91.2,80.0,32.0,0.0,45.0,major_financing_or_warrants: financing/prospectus burst; high survival-risk metadata; recent 8-K cluster; narrative/activity spike | 8-K text matched: major_financing_or_warrants,major_financing_or_warrants,financing/prospectus burst; high survival-risk metadata; recent 8-K cluster; narrative/activity spike | 8-K text matched: major_financing_or_warrants,https://www.sec.gov/Archives/edgar/data/1849820/000184982026000128/kitt-20260812.htm,8k_text,False,85.0,52.6,65.9,61.5,60.0,30.5,84.0,54.0,76.0,44.5,20.0,"pricing_gap=85.0; flow=52.6; story=65.9; relative_value=61.5; convexity=60.0; trading_setup=30.5; animal_spirits=84.0; portfolio_viability=54.0; catalyst_probability=57.6; latent_necessity=68.0; sec_penalty=44.5; accounting=20.0; business_substance=76.0; identity_mismatch=0.0; animal_spirits_note=hot theme: robotics; story-friendly sector; fresh filing/catalyst hook; small enough for reflexive attention; liquidity can transmit story; low nominal price, small modifier; portfolio_note=solid evidence record; workable dollar volume; very tiny capitalization; dilution/survival drag; accounting_note=weak current ratio, heavy liabilities/assets; business_substance_note=some revenue scale; cash supports real runway; asset base supports substance",187.9,69.2,C+,56.9,48.6,12.3,5.4,1.5,0.0,2.5,3.0,"Echo control reduces repeated evidence-family exposure; it does not delete Austrian, Hume, or Keynes signals. Biggest drags: small cap=5.4, distress=3.0, narrative=2.5, low price=1.5","High Signal, Red Flags","Turnaround Clue, Needs Proof","High Signal, Red Flags",strict model label,Mixed research candidate,Catastrophic reset cycle,Early Flow Watch,unknown,callout: major_financing_or_warrants - major_financing_or_warrants: financing/prospectus burst; high survival-risk metadata; recent 8-K cluster; narrative/activity spike | 8-K text matched: major_financing_or_warrants,Austrian-heavy: pricing gap without confirmation,"Austrian is high by itself: the stock may look mispriced because the market is pricing in damage, but flow and story are missing. This can be a value trap.",Risk Check Required,SEC-derived dilution or survival pressure is high enough that the raw setup needs manual verification.,Mixed watchlist candidate,62.8,57.3,Early Flow Watch,"Some flow evidence exists, but it is not strong enough to call confirmed. Watch for volume expansion.",56.9,Austrian-heavy: pricing gap without confirmation,"Austrian is high by itself: the stock may look mispriced because the market is pricing in damage, but flow and story are missing. This can be a value trap.","Austrian signal is high, meaning the market may be pricing in a lot of damage or survival risk. Keynes story power is strong enough that other investors may understand the setup. Relative mispricing contributes to the rank. Data quality is strong enough to take the read more seriously. Watch-outs: Asymmetry is weak, so the setup may be less 10-bagger-shaped. SEC metadata suggests high dilution pressure. Extreme dilution pressure is a major ranking haircut. Survival-risk proxy is elevated.",tech_narrative=66; tech_usefulness=70; narrative_evolution=62; ricardo_productivity=75; malthus_constraint=15; latent_necessity=68; outcome_clusters=physical_automation,low-price distress; sub-dollar distress; very small capitalization; high dilution pressure; elevated survival risk; near 52-week low; deep 60-day drawdown,participating in sector flow; small ticker lagging active sector; filing activity spike,"narrative-friendly sector; animal spirits theme heat: hot theme: robotics; story-friendly sector; fresh filing/catalyst hook; small enough for reflexive attention; liquidity can transmit story; low nominal price, small modifier; small float/market-cap reflexivity proxy; liquidity can move price; filing pattern may trigger narrative",ticker lagging sector return; near lows despite sector membership; technology usefulness adjustment; Ricardo productivity adjustment,tiny capitalization; sub-dollar convexity; movable liquidity; usefulness/productivity optionality; latent infrastructure relevance; dilution penalty
CETX,Cemtrex Inc. Common Stock,Technology,Electrical Products,3.02,5197846.0,50284.0,4859340.5,151857.68,1700.0,Construction - Special Trade Contractors,,0.0,SEC SIC identity agrees broadly: construction - special trade contractors  .,94.0,Operating Business Present,meaningful revenue scale; revenue matters versus market cap; cash supports real runway; asset base supports substance,53.5,16.7,46.4,67.4,50.1,100.0,very high confidence,"Evidence present: price, market cap, volume, average volume, dollar volume, company name, sector, industry, price history, SEC signal metadata, SEC business identity, accounting facts (9), event-shock scan, volume-to-float, share count proxy.",25.0,Not Long-Term Material Yet,"Long-term score blends accounting quality, portfolio viability, DCF plausibility, expectation gap, and data quality, then subtracts dilution/survival/event/zombie risk. Strengths: current ratio supports endurance, liabilities/assets look manageable, revenue is large versus market cap, cash cushion versus market cap. Main drags: stale public-company drag, reverse-split/dilution-cycle pattern. Guardrails: stale-company drag limits the label, catastrophic reset pattern blocks long-term treatment.",3,100.0,< 12 months,85,runway proxy=19.5 months; DCF plausibility=3/3; expectation gap=100. Business substance=94.0 (Operating Business Present). workable runway proxy; burn intensity looks manageable; real revenue exists; current ratio supports survival; liability load is manageable,64.0,10.0,50.0,25.0,54.0,31.8,0.048608231228400876,-0.9999998416630632,0.0,2.9536424280232465,0.0,11.12,650915968.0,-0.9999999953603842,55.8,7.3,Some zombie drag,Age proxy=11.12 years; recent dynamism=55.8; raw stale penalty=18.0; dynamism offset=10.7.,38.0,18.0,38.0,0.0,45.0,"major_financing_or_warrants: financing/prospectus activity | 8-K text matched: reverse_split, major_financing_or_warrants",major_financing_or_warrants,"financing/prospectus activity | 8-K text matched: reverse_split, major_financing_or_warrants",https://www.sec.gov/Archives/edgar/data/1435064/000149315226026874/form8-k.htm,8k_text,False,77.7,19.1,40.7,98.8,70.1,11.7,56.0,56.0,94.0,15.9,98.0,"pricing_gap=77.7; flow=19.1; story=40.7; relative_value=98.8; convexity=70.1; trading_setup=11.7; animal_spirits=56.0; portfolio_viability=56.0; catalyst_probability=31.8; latent_necessity=20.0; sec_penalty=15.9; accounting=98.0; business_substance=94.0; identity_mismatch=0.0; animal_spirits_note=story-friendly sector; fresh filing/catalyst hook; small enough for reflexive attention; liquidity can transmit story; low nominal price, small modifier; portfolio_note=solid evidence record; very tiny capitalization; accounting_note=cash/market cap cushion, current ratio support, manageable liabilities/assets; business_substance_note=meaningful revenue scale; revenue matters versus market cap; cash supports real runway; asset base supports substance",116.6,60.3,C+,54.2,42.2,6.1,6.1,0.0,0.0,0.0,0.0,"Echo control reduces repeated evidence-family exposure; it does not delete Austrian, Hume, or Keynes signals. Biggest drags: small cap=6.1","High Signal, Red Flags",Pre-Flow Sleeper,"High Signal, Red Flags",strict model label,Pricing gap waiting on volume,Catastrophic reset cycle,Pre-Flow Setup,< 12 months,"callout: major_financing_or_warrants - major_financing_or_warrants: financing/prospectus activity | 8-K text matched: reverse_split, major_financing_or_warrants",Incomplete setup: needs more evidence,The three theory signals do not line up cleanly yet. Treat it as incomplete and look for the missing piece.,No Major Thesis Break Flagged,"No configured thesis-breaking event is overriding the raw setup. This does not remove ordinary dilution, liquidity, or execution risk.",Pre-flow watchlist candidate,64.1,61.4,Pre-Flow Setup,"The setup has pricing/story/asymmetry ingredients, but money has not arrived yet. This can be early, stagnant, or wrong.",54.2,Incomplete setup: needs more evidence,The three theory signals do not line up cleanly yet. Treat it as incomplete and look for the missing piece.,"Relative mispricing contributes to the rank. Asymmetry contributes to the rank. Data quality is strong enough to take the read more seriously. Factor stack: pricing_gap=77.7; flow=19.1; story=40.7; relative_value=98.8; convexity=70.1; trading_setup=11.7; animal_spirits=56.0; portfolio_viability=56.0; catalyst_probability=31.8; latent_necessity=20.0; sec_penalty=15.9; accounting=98.0; business_substance=94.0; identity_mismatch=0.0; animal_spirits_note=story-friendly sector; fresh filing/catalyst hook; small enough for reflexive attention; liquidity can transmit story; low nominal price, small modifier; portfolio_note=solid evidence record; very tiny capitalization; accounting_note=cash/market cap cushion, current ratio support, manageable liabilities/assets; business_substance_note=meaningful revenue scale; revenue matters versus market cap; cash supports real runway; asset base supports substance. Watch-outs: Hume flow is quiet, so movement is not confirmed yet. Zombie decay is active: Age proxy=11.12 years; recent dynamism=55.8; raw stale penalty=18.0; dynamism offset=10.7.",tech_narrative=20; tech_usefulness=70; narrative_evolution=20; ricardo_productivity=75; malthus_constraint=15; latent_necessity=20; boring_beneficiary,low-price distress; very small capitalization; moderate dilution pressure; near 52-week low; deep 60-day drawdown,modest filing activity pickup,"narrative-friendly sector; animal spirits theme heat: story-friendly sector; fresh filing/catalyst hook; small enough for reflexive attention; liquidity can transmit story; low nominal price, small modifier; small float/market-cap reflexivity proxy; liquidity can move price; event/catalyst metadata",ticker lagging sector return; near lows despite sector membership; technology usefulness adjustment; Ricardo productivity adjustment; boring beneficiary: useful but under-narrated,tiny capitalization; low nominal price; movable liquidity; usefulness/productivity optionality; DCF plausibility plus expectation gap
